dataset,email_id,action,original_content,revised_content,metric,judge_model,rating1,rating2,rating3,mean,variance
tone,4,tone,Yo! You still up for that hike Saturday morning? Weather looks good!,"Hello, I wanted to confirm if you are still available for our hike on Saturday morning. The weather forecast looks favorable. Please let me know if you are still interested.",faithfulness,gpt-4o-mini,4.0,4.0,3.0,3.6666666666666665,0.22222222222222224
tone,4,tone,Yo! You still up for that hike Saturday morning? Weather looks good!,"Hello, I wanted to confirm if you are still available for our hike on Saturday morning. The weather forecast looks favorable. Please let me know if you are still interested.",completeness,gpt-4.1,5.0,5.0,5.0,5.0,0.0
tone,4,tone,Yo! You still up for that hike Saturday morning? Weather looks good!,"Hello, I wanted to confirm if you are still available for our hike on Saturday morning. The weather forecast looks favorable. Please let me know if you are still interested.",completeness,gpt-4o-mini,5.0,5.0,5.0,5.0,0.0
tone,4,tone,Yo! You still up for that hike Saturday morning? Weather looks good!,"Hello, I wanted to confirm if you are still available for our hike on Saturday morning. The weather forecast looks favorable. Please let me know if you are still interested.",robustness,gpt-4.1,4.0,4.0,4.0,4.0,0.0
tone,4,tone,Yo! You still up for that hike Saturday morning? Weather looks good!,"Hello, I wanted to confirm if you are still available for our hike on Saturday morning. The weather forecast looks favorable. Please let me know if you are still interested.",robustness,gpt-4o-mini,5.0,,4.0,4.5,0.25
tone,5,tone,Congratulations on your offer! Attached is your official offer letter and onboarding details.,We are pleased to inform you that you have received an offer. Please find your official offer letter and onboarding information attached.,faithfulness,gpt-4.1,5.0,5.0,5.0,5.0,0.0
tone,5,tone,Congratulations on your offer! Attached is your official offer letter and onboarding details.,We are pleased to inform you that you have received an offer. Please find your official offer letter and onboarding information attached.,faithfulness,gpt-4o-mini,4.0,4.0,4.0,4.0,0.0
tone,5,tone,Congratulations on your offer! Attached is your official offer letter and onboarding details.,We are pleased to inform you that you have received an offer. Please find your official offer letter and onboarding information attached.,completeness,gpt-4.1,5.0,5.0,5.0,5.0,0.0
tone,5,tone,Congratulations on your offer! Attached is your official offer letter and onboarding details.,We are pleased to inform you that you have received an offer. Please find your official offer letter and onboarding information attached.,completeness,gpt-4o-mini,4.0,,4.0,4.0,0.0
tone,5,tone,Congratulations on your offer! Attached is your official offer letter and onboarding details.,We are pleased to inform you that you have received an offer. Please find your official offer letter and onboarding information attached.,robustness,gpt-4.1,4.0,4.0,4.0,4.0,0.0
tone,5,tone,Congratulations on your offer! Attached is your official offer letter and onboarding details.,We are pleased to inform you that you have received an offer. Please find your official offer letter and onboarding information attached.,robustness,gpt-4o-mini,4.0,4.0,4.0,4.0,0.0
tone,6,tone,"Hi team, please review the attached mockups and add comments by end of day tomorrow.","Dear Team,

Kindly review the attached mockups and provide your feedback or comments by the end of the day tomorrow. Your timely input is greatly appreciated.

Best regards,
The Team",faithfulness,gpt-4.1,5.0,5.0,5.0,5.0,0.0
tone,6,tone,"Hi team, please review the attached mockups and add comments by end of day tomorrow.","Dear Team,

Kindly review the attached mockups and provide your feedback or comments by the end of the day tomorrow. Your timely input is greatly appreciated.

Best regards,
The Team",faithfulness,gpt-4o-mini,,,4.0,4.0,0.0
tone,6,tone,"Hi team, please review the attached mockups and add comments by end of day tomorrow.","Dear Team,

Kindly review the attached mockups and provide your feedback or comments by the end of the day tomorrow. Your timely input is greatly appreciated.

Best regards,
The Team",completeness,gpt-4.1,5.0,5.0,5.0,5.0,0.0
